,Project,Commit,File,Method,CommentType,#Parameters_x,NLOC_x,Complexity_x,NLOC_slope,Params_slope,Complexity_slope,pmd_warnings_numbers,checkstyle_warnings_numbers
6443,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseMappingTool.java,ReverseMappingTool::setRepository(MappingRepository repos),Not SATD,0.0,3.0,1.0,,,,0.0,2.0
6469,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/SequenceMapping.java,SequenceMapping::getPrimaryKeyValue(),Not SATD,0.0,3.0,1.0,,,,0.0,1.0
6519,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Version.java,Version::setColumns( Column [ ] cols),Not SATD,1.0,5.0,2.0,,,,1.0,1.0
6524,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Version.java,Version::getMappingRepository(),Not SATD,0.0,3.0,1.0,,,,0.0,2.0
6544,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ByteArrayValueHandler.java,"ByteArrayValueHandler::toObjectValue( ValueMapping vm , Object val)",Not SATD,2.0,3.0,1.0,,,,0.0,9.0
6563,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java,"EmbedFieldStrategy::appendTestNull( SQLBuffer sql , Select sel , Joins joins , boolean isNull)",Not SATD,4.0,30.0,10.0,,,,8.0,8.0
6565,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java,EmbedFieldStrategy::EmbeddedRow::whereNull( Column col),Not SATD,1.0,4.0,1.0,,,,0.0,0.0
6573,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java,EmbedFieldStrategy::NullEmbeddedStateManager::newProxy( int field),Not SATD,1.0,3.0,1.0,,,,0.0,1.0
6582,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java,EmbedFieldStrategy::EmbeddedRow::setValid( boolean valid),Not SATD,1.0,3.0,1.0,,,,0.0,1.0
6586,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedFieldStrategy.java,"EmbedFieldStrategy::setNullIndicatorColumn( OpenJPAStateManager sm , Row row)",Not SATD,2.0,12.0,3.0,,,,3.0,5.0
6595,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,HandlerFieldStrategy::isVersionable(),Not SATD,0.0,4.0,3.0,,,,0.0,8.0
6598,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,"HandlerFieldStrategy::getJoinValue( Object fieldVal , Column col , JDBCStore store)",Not SATD,3.0,10.0,5.0,,,,1.0,1.0
6611,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java,"HandlerStrategies::loadDataStore( ValueMapping vm , Result res , Joins joins , Column [ ] cols)",Not SATD,4.0,15.0,5.0,,,,3.0,6.0
6615,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java,"HandlerStrategies::where( ValueMapping vm , Object val , JDBCStore store , Row row , Column [ ] cols)",Not SATD,5.0,17.0,6.0,,,,3.0,5.0
6634,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedLobFieldStrategy.java,"MaxEmbeddedLobFieldStrategy::load( OpenJPAStateManager sm , JDBCStore store , JDBCFetchState fetchState , Result res)",Not SATD,4.0,7.0,2.0,,,,8.0,26.0
6635,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneClassStrategy.java,NoneClassStrategy::NoneClassStrategy(),Not SATD,0.0,2.0,1.0,,,,0.0,1.0
6640,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneDiscriminatorStrategy.java,NoneDiscriminatorStrategy::NoneDiscriminatorStrategy(),Not SATD,0.0,2.0,1.0,,,,0.0,1.0
6642,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneFieldStrategy.java,NoneFieldStrategy::NoneFieldStrategy(),Not SATD,0.0,2.0,1.0,,,,0.0,1.0
6643,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/NoneVersionStrategy.java,NoneVersionStrategy::NoneVersionStrategy(),Not SATD,0.0,2.0,1.0,,,,0.0,1.0
6658,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationFieldStrategy.java,"RelationFieldStrategy::testInverseNull( SQLBuffer sql , Select sel , Joins joins , boolean empty)",Not SATD,4.0,14.0,3.0,,,,3.0,5.0
6689,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationStrategies.java,RelationStrategies::unloadable( ValueMapping vm),Not SATD,1.0,3.0,1.0,,,,0.0,3.0
6690,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationStrategies.java,"RelationStrategies::mapRelationToUnmappedPC( ValueMapping vm , String name , boolean adapt)",Not SATD,3.0,10.0,2.0,,,,3.0,11.0
6751,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,Column::toString(),Not SATD,0.0,3.0,1.0,,,,0.0,1.0
6757,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,Column::setPrimaryKey( boolean pk),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
6788,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,Column::isPrimaryKey(),Not SATD,0.0,3.0,1.0,,,,0.0,1.0
6791,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,Column::getDescription(),SATD,0.0,10.0,1.0,,,,0.0,0.0
6799,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java,Column::getDecimalDigits(),SATD,0.0,3.0,1.0,,,,0.0,1.0
6810,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ColumnIO.java,"ColumnIO::isAnyUpdatable( ForeignKey fk , boolean nullValue)",Not SATD,2.0,3.0,1.0,,,,0.0,5.0
6815,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ColumnIO.java,"ColumnIO::isAny( int col , int property , int nullProperty , boolean nullValue)",Not SATD,4.0,11.0,5.0,,,,1.0,1.0
6817,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ColumnIO.java,"ColumnIO::isAllUpdatable( int col , boolean nullValue)",Not SATD,2.0,3.0,1.0,,,,0.0,5.0
6827,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ColumnIO.java,"ColumnIO::isAnyUpdatable( Column [ ] cols , boolean nullValue)",Not SATD,2.0,3.0,1.0,,,,0.0,5.0
6835,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ColumnIO.java,"ColumnIO::isAll( int col , int property , int nullProperty , boolean nullValue)",Not SATD,4.0,11.0,5.0,,,,3.0,2.0
6853,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DataSourceFactory.java,"DataSourceFactory::newDataSource( JDBCConfiguration conf , boolean factory2)",Not SATD,2.0,56.0,11.0,,,,2.0,17.0
6863,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DynamicSchemaFactory.java,"DynamicSchemaFactory::DynamicColumn::DynamicColumn( String name , Table table)",Not SATD,2.0,3.0,1.0,,,,2.0,11.0
6915,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGenerator.java,SchemaGenerator::getSchemaGroup(),Not SATD,0.0,5.0,2.0,,,,1.0,0.0
7006,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,SchemaTool::getDBSchemaGroup(),Not SATD,0.0,7.0,2.0,,,,0.0,4.0
7033,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,SchemaTool::add(),Not SATD,0.0,4.0,1.0,,,,0.0,0.0
7059,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java,Sequence::setSchemaName( String name),SATD,1.0,6.0,2.0,,,,0.0,0.0
7065,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java,Sequence::getSourceFile(),SATD,0.0,3.0,1.0,,,,0.0,2.0
7070,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java,Sequence::setIncrement( int increment),Not SATD,1.0,3.0,1.0,,,,0.0,2.0
7100,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Table.java,Table::getFullName(),SATD,0.0,10.0,4.0,,,,1.0,0.0
7149,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaSerializer.java,XMLSchemaSerializer::serializeIndex( Index idx),Not SATD,1.0,14.0,5.0,,,,3.0,9.0
7150,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaSerializer.java,XMLSchemaSerializer::serializeUnique( Unique unq),Not SATD,1.0,15.0,6.0,,,,4.0,9.0
7153,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaSerializer.java,XMLSchemaSerializer::XMLSchemaSerializer( JDBCConfiguration conf),Not SATD,1.0,4.0,1.0,,,,0.0,0.0
7215,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,DBDictionary::getForeignKeyConstraintSQL( ForeignKey fk),Not SATD,1.0,38.0,17.0,,,,1.0,0.0
7219,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,"DBDictionary::setTyped( PreparedStatement stmnt , int idx , Object val , Column col , int type , JDBCStore store)",Not SATD,6.0,129.0,47.0,,,,1.0,1.0
7267,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,DBDictionary::getSelectOperation( JDBCFetchConfiguration fetch),SATD,1.0,3.0,1.0,,,,1.0,36.0
7283,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,DBDictionary::startConfiguration(),Not SATD,0.0,2.0,1.0,,,,1.0,1.0
7347,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,DBDictionary::newSequence( ResultSet sequenceMeta),SATD,1.0,7.0,1.0,,,,1.0,6.0
7352,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,"DBDictionary::isSystemTable( String name , String schema , boolean targetSchema)",Not SATD,3.0,7.0,4.0,,,,3.0,2.0
7377,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,"DBDictionary::serialize( Object val , JDBCStore store)",Not SATD,2.0,8.0,3.0,,,,2.0,8.0
7389,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,"DBDictionary::setClob( PreparedStatement stmnt , int idx , Clob val , Column col)",Not SATD,4.0,4.0,1.0,,,,0.0,8.0
7417,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,DBDictionary::getColumnNameForMetadata( String columnName),Not SATD,1.0,3.0,1.0,,,,0.0,3.0
7421,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,"DBDictionary::getDate( ResultSet rs , int column , Calendar cal)",Not SATD,3.0,6.0,2.0,,,,5.0,34.0
7449,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java,"DBDictionary::setBlob( PreparedStatement stmnt , int idx , Blob val , Column col)",Not SATD,4.0,4.0,1.0,,,,0.0,8.0
7505,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/EmpressDictionary.java,"EmpressDictionary::isSystemIndex( String name , Table table)",Not SATD,2.0,3.0,1.0,,,,1.0,12.0
7539,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java,"HSQLDictionary::isSystemIndex( String name , Table table)",Not SATD,2.0,3.0,1.0,,,,2.0,10.0
7552,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InterbaseDictionary.java,InterbaseDictionary::getTableNameForMetadata( String tableName),Not SATD,1.0,4.0,2.0,,,,0.0,6.0
7572,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java,LogicalUnion::UnionSelect::where( String sql),Not SATD,1.0,3.0,1.0,,,,0.0,7.0
7595,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java,"OracleDictionary::setString( PreparedStatement stmnt , int idx , String val , Column col)",SATD,4.0,55.0,21.0,,,,1.0,8.0
7596,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java,OracleDictionary::getGeneratedKeyTriggerName( Column col),Not SATD,1.0,4.0,1.0,,,,1.0,7.0
7630,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java,"OracleDictionary::getIndexInfo( DatabaseMetaData meta , String catalog , String schemaName , String tableName , boolean unique , boolean approx , Connection conn)",Not SATD,7.0,43.0,10.0,,,,14.0,31.0
7636,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PostgresDictionary.java,PostgresDictionary::decorate( Connection conn),Not SATD,1.0,4.0,1.0,,,,1.0,7.0
7664,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PostgresDictionary.java,"PostgresDictionary::getLong( ResultSet rs , int column)",Not SATD,2.0,8.0,2.0,,,,1.0,25.0
7678,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PrimaryRow.java,"PrimaryRow::PrimaryRow( Table table , int action , OpenJPAStateManager owner)",Not SATD,3.0,4.0,1.0,,,,0.0,0.0
7692,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/ResultSetResult.java,ResultSetResult::getDBDictionary(),Not SATD,0.0,3.0,1.0,,,,0.0,1.0
7750,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLBuffer.java,SQLBuffer::setParameters( PreparedStatement ps),Not SATD,1.0,10.0,4.0,,,,0.0,1.0
7839,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,"SelectImpl::select(String sql,Object id)",SATD,0.0,3.0,1.0,,,,5.0,15.0
7840,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,SelectImpl::isLob(),Not SATD,0.0,3.0,1.0,,,,2.0,9.0
7843,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,SelectImpl::SelectResult::getJoins(Joins joins),Not SATD,0.0,6.0,3.0,,,,4.0,7.0
7850,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,SelectImpl::SelectResult::setOuter(boolean outer),Not SATD,0.0,2.0,1.0,,,,1.0,5.0
7859,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java,"SelectImpl::selectIdentifier(ClassMapping mapping,int subclasses,JDBCStore store,JDBCFetchState fetchState,int eager,Joins joins)",Not SATD,0.0,6.0,1.0,,,,0.0,0.0
7898,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SybaseDictionary.java,SybaseDictionary::refSchemaComponents( Table table),Not SATD,1.0,6.0,3.0,,,,7.0,20.0
7953,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/AnnotationPersistenceMappingParser.java,"AnnotationPersistenceMappingParser::parseUnique( FieldMapping fm , Unique anno)",Not SATD,2.0,13.0,3.0,,,,1.0,2.0
7955,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/AnnotationPersistenceMappingParser.java,"AnnotationPersistenceMappingParser::parseDiscriminatorColumn( ClassMapping cm , DiscriminatorColumn dcol)",Not SATD,2.0,23.0,6.0,,,,1.0,5.0
8018,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingParser.java,XMLPersistenceMappingParser::endSQLResultSetMapping(),Not SATD,0.0,4.0,1.0,,,,0.0,0.0
8042,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingSerializer.java,"XMLPersistenceMappingSerializer::MappingSerializationComparator::compareUnknown( Object o1 , Object o2)",Not SATD,2.0,17.0,7.0,,,,4.0,20.0
8050,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingSerializer.java,XMLPersistenceMappingSerializer::addQueryResultMapping( QueryResultMapping meta),Not SATD,1.0,5.0,2.0,,,,1.0,0.0
8054,openjpa,7d1c8fccafcd31919a79edf46969c5662e2704b5,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingSerializer.java,"XMLPersistenceMappingSerializer::serializeColumn( Column col , ColType type , String secondary , boolean unique)",SATD,4.0,37.0,22.0,,,,6.0,12.0
8074,openjpa,7a6d34e95f66e916e44b844b1ce6551ba8169539,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataSerializer.java,XMLPersistenceMetaDataSerializer::ClassQueries::getSourceScope(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
8081,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java,AbstractStoreManager::open(),Not SATD,0.0,2.0,1.0,,,,0.0,0.0
8082,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java,AbstractStoreManager::getDataStoreIdType( ClassMetaData meta),Not SATD,1.0,3.0,1.0,,,,0.0,0.0
8083,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java,AbstractStoreManager::commit(),Not SATD,0.0,2.0,1.0,,,,0.0,0.0
8106,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/ant/PCEnhancerTask.java,PCEnhancerTask::newConfiguration(),Not SATD,0.0,3.0,1.0,,,,0.0,1.0
8172,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/conf/DetachOptions.java,DetachOptions::getDetachedStateManager(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
8178,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/conf/DetachOptions.java,DetachOptions::setDetachedStateField( boolean val),Not SATD,1.0,5.0,2.0,,,,0.0,2.0
8185,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/conf/DetachOptions.java,DetachOptions::setDetachedStateManager( boolean val),Not SATD,1.0,3.0,1.0,,,,0.0,0.0
8191,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java,OpenJPAConfigurationImpl::getSequenceInstance(),Not SATD,0.0,5.0,2.0,,,,0.0,3.0
8203,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java,"RemoteCommitProviderValue::instantiate( Class type , Configuration conf , boolean fatal)",Not SATD,3.0,7.0,1.0,,,,0.0,1.0
8240,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java,ConcurrentDataCache::writeLock(),Not SATD,0.0,3.0,1.0,,,,0.0,0.0
8244,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentQueryCache.java,ConcurrentQueryCache::unpinInternal( QueryKey qk),Not SATD,1.0,3.0,1.0,,,,0.0,0.0
8278,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheStoreManager.java,DataCacheStoreManager::setContext( StoreContext ctx),Not SATD,1.0,6.0,1.0,,,,0.0,2.0
8305,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCacheStoreQuery.java,QueryCacheStoreQuery::QueryCacheExecutor::getAlias( StoreQuery q),Not SATD,1.0,3.0,1.0,,,,4.0,12.0
8311,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCacheStoreQuery.java,QueryCacheStoreQuery::newCompilationKey(),Not SATD,0.0,3.0,1.0,,,,2.0,2.0
8369,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java,ApplicationIdTool::isInnerClass(),Not SATD,0.0,4.0,1.0,,,,0.0,4.0
8380,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java,ApplicationIdTool::getCodeFormat(),Not SATD,0.0,3.0,1.0,,,,0.0,5.0
8472,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCDataGenerator.java,PCDataGenerator::getCreateFieldMethods( int typeCode),Not SATD,1.0,5.0,2.0,,,,0.0,2.0
8541,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java,PCEnhancer::replaceAndValidateFieldAccess(),Not SATD,0.0,17.0,5.0,,,,1.0,0.0
8555,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java,"PCEnhancer::getMethod( Class owner , Class type , String prefix , boolean get , boolean haspc , boolean curValue)",Not SATD,6.0,27.0,8.0,,,,2.0,8.0
8625,openjpa,1fede626e2cad16f7bb4d77dd9fc3270a8b6b331,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCRegistry.java,"PCRegistry::Meta::Meta( PersistenceCapable pc , String [ ] fieldNames , Class [ ] fieldTypes , Class pcSuper , String alias)",SATD,5.0,8.0,1.0,,,,0.0,0.0
